DataHora,Modelo_IA,IP_Origem,Classe_Detetada,Acao_Tomada,Tempo_Resposta_ms
2026-05-12 19:10:25.364,Random Forest,127.0.0.1,Outros,Bloqueado,55.6129
2026-05-12 19:10:26.371,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,61.1496
2026-05-12 19:10:27.419,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,107.0913
2026-05-12 19:10:28.379,Random Forest,127.0.0.1,DoS-UDP/ICMP,Bloqueado,66.4049
2026-05-12 19:10:29.379,Random Forest,127.0.0.1,Spoofing,Bloqueado,65.3947
2026-05-12 19:10:30.382,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,67.0071
2026-05-12 19:10:31.379,Random Forest,127.0.0.1,Recon,Bloqueado,62.5941
2026-05-12 19:10:32.385,Random Forest,127.0.0.1,DoS-TCP,Bloqueado,67.5077
2026-05-12 19:10:33.379,Random Forest,127.0.0.1,Spoofing,Bloqueado,59.3969
2026-05-12 19:10:34.379,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,59.0072
2026-05-12 19:10:35.384,Random Forest,127.0.0.1,Outros,Bloqueado,63.1013
2026-05-12 19:10:36.382,Random Forest,127.0.0.1,Recon,Bloqueado,59.5566
2026-05-12 19:10:37.390,Random Forest,127.0.0.1,DDoS-TCP,Bloqueado,66.1247
2026-05-12 19:10:38.390,Random Forest,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,65.5056
2026-05-12 19:10:39.385,Random Forest,127.0.0.1,Recon,Bloqueado,58.9056
2026-05-12 19:10:40.387,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,60.2401
2026-05-12 19:10:41.391,Random Forest,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,62.7148
2026-05-12 19:10:42.390,Random Forest,127.0.0.1,BruteForce,Bloqueado,59.8881
2026-05-12 19:10:43.393,Random Forest,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,62.4002
2026-05-12 19:10:44.398,Random Forest,127.0.0.1,Recon,Bloqueado,66.1557
2026-05-12 19:10:45.392,Random Forest,127.0.0.1,Spoofing,Bloqueado,58.6061
2026-05-12 19:10:46.393,Random Forest,127.0.0.1,Recon,Bloqueado,58.7862
2026-05-12 19:10:47.403,Random Forest,127.0.0.1,Recon,Bloqueado,68.0576
2026-05-12 19:10:48.404,Random Forest,127.0.0.1,Recon,Bloqueado,67.8507
2026-05-12 19:10:49.393,Random Forest,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,55.6822
2026-05-12 19:10:50.395,Random Forest,127.0.0.1,Outros,Bloqueado,56.8406
2026-05-12 19:10:51.407,Random Forest,127.0.0.1,Spoofing,Bloqueado,67.3939
2026-05-12 19:10:52.407,Random Forest,127.0.0.1,DDoS-TCP,Bloqueado,66.4898
2026-05-12 19:10:53.402,Random Forest,127.0.0.1,Spoofing,Bloqueado,60.1629
2026-05-12 19:10:54.495,Random Forest,127.0.0.1,Mirai-Botnet,Bloqueado,151.654
2026-05-12 19:11:29.361,XGBoost,127.0.0.1,Recon,Bloqueado,9.9491
2026-05-12 19:11:30.361,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.9978
2026-05-12 19:11:31.362,XGBoost,127.0.0.1,Recon,Bloqueado,7.7493
2026-05-12 19:11:32.363,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.8251
2026-05-12 19:11:33.365,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.9337
2026-05-12 19:11:34.366,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,8.0579
2026-05-12 19:11:35.370,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,8.4753
2026-05-12 19:11:36.368,XGBoost,127.0.0.1,Recon,Bloqueado,7.4039
2026-05-12 19:11:37.370,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,8.1705
2026-05-12 19:11:38.370,XGBoost,127.0.0.1,BruteForce,Bloqueado,7.3813
2026-05-12 19:11:39.371,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,7.314
2026-05-12 19:11:40.375,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,9.4271
2026-05-12 19:11:41.376,XGBoost,127.0.0.1,Recon,Bloqueado,8.3435
2026-05-12 19:11:42.375,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.2669
2026-05-12 19:11:43.378,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.6447
2026-05-12 19:11:44.378,XGBoost,127.0.0.1,Spoofing,Bloqueado,7.6987
2026-05-12 19:11:45.378,XGBoost,127.0.0.1,Recon,Bloqueado,7.192
2026-05-12 19:11:46.380,XGBoost,127.0.0.1,Outros,Bloqueado,8.0981
2026-05-12 19:11:47.381,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,7.4791
2026-05-12 19:11:48.382,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,7.8451
2026-05-12 19:11:49.383,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.8077
2026-05-12 19:11:50.386,XGBoost,127.0.0.1,Recon,Bloqueado,8.7321
2026-05-12 19:11:51.386,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,7.6641
2026-05-12 19:11:52.388,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,8.1181
2026-05-12 19:11:53.389,XGBoost,127.0.0.1,Normal,Permitido,8.571
2026-05-12 19:11:54.390,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,7.669
2026-05-12 19:11:55.392,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,8.9393
2026-05-12 19:11:56.386,XGBoost,127.0.0.1,Spoofing,Bloqueado,3.7137
2026-05-12 19:11:57.392,XGBoost,127.0.0.1,BruteForce,Bloqueado,7.053
2026-05-12 19:11:58.395,XGBoost,127.0.0.1,Outros,Bloqueado,7.8013
2026-05-12 19:11:59.396,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,8.5723
2026-05-12 19:12:00.396,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.6428
2026-05-12 19:12:01.399,XGBoost,127.0.0.1,Outros,Bloqueado,8.7763
2026-05-12 19:12:02.400,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,8.0526
2026-05-12 19:12:03.400,XGBoost,127.0.0.1,Recon,Bloqueado,7.5771
2026-05-12 19:12:04.401,XGBoost,127.0.0.1,Normal,Permitido,7.2551
2026-05-12 19:12:05.402,XGBoost,127.0.0.1,Normal,Permitido,7.2723
2026-05-12 19:12:06.403,XGBoost,127.0.0.1,Normal,Permitido,6.9617
2026-05-12 19:12:07.418,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.4502
2026-05-12 19:12:08.409,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,8.0475
2026-05-12 19:12:09.410,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,7.3373
2026-05-12 19:12:10.411,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.827
2026-05-12 19:12:11.413,XGBoost,127.0.0.1,BruteForce,Bloqueado,8.4445
2026-05-12 19:12:12.415,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.817
2026-05-12 19:12:13.415,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,7.3813
2026-05-12 19:12:14.411,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,3.8925
2026-05-12 19:12:15.430,XGBoost,127.0.0.1,Recon,Bloqueado,13.3984
2026-05-12 19:12:16.420,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.6392
2026-05-12 19:12:17.422,XGBoost,127.0.0.1,Normal,Permitido,7.5791
2026-05-12 19:12:18.424,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.554
2026-05-12 19:12:19.427,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,9.4392
2026-05-12 19:12:20.425,XGBoost,127.0.0.1,BruteForce,Bloqueado,7.4827
2026-05-12 19:12:21.431,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,10.2242
2026-05-12 19:12:22.430,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,8.6782
2026-05-12 19:12:23.430,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.1477
2026-05-12 19:12:24.431,XGBoost,127.0.0.1,Normal,Permitido,8.4898
2026-05-12 19:12:25.431,XGBoost,127.0.0.1,Normal,Permitido,7.2889
2026-05-12 19:12:26.433,XGBoost,127.0.0.1,Normal,Permitido,8.2228
2026-05-12 19:12:27.434,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.5922
2026-05-12 19:12:28.435,XGBoost,127.0.0.1,Recon,Bloqueado,7.0073
2026-05-12 19:12:29.437,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,8.1422
2026-05-12 19:12:30.437,XGBoost,127.0.0.1,Spoofing,Bloqueado,7.5412
2026-05-12 19:12:31.438,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.2879
2026-05-12 19:12:32.439,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.4603
2026-05-12 19:12:33.441,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.7808
2026-05-12 19:12:34.441,XGBoost,127.0.0.1,Normal,Permitido,7.6909
2026-05-12 19:12:35.443,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.7207
2026-05-12 19:12:36.443,XGBoost,127.0.0.1,Normal,Permitido,7.1553
2026-05-12 19:12:37.446,XGBoost,127.0.0.1,Normal,Permitido,8.2705
2026-05-12 19:12:38.446,XGBoost,127.0.0.1,Recon,Bloqueado,7.519
2026-05-12 19:12:39.448,XGBoost,127.0.0.1,Spoofing,Bloqueado,7.8231
2026-05-12 19:12:40.478,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,37.021
2026-05-12 19:12:41.450,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.2967
2026-05-12 19:12:42.450,XGBoost,127.0.0.1,DoS-UDP/ICMP,Bloqueado,7.3702
2026-05-12 19:12:43.452,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.1597
2026-05-12 19:12:44.454,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,8.2166
2026-05-12 19:12:45.456,XGBoost,127.0.0.1,Recon,Bloqueado,9.8155
2026-05-12 19:12:46.455,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,7.4572
2026-05-12 19:12:47.457,XGBoost,127.0.0.1,Spoofing,Bloqueado,7.6929
2026-05-12 19:12:48.457,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,6.8923
2026-05-12 19:12:49.460,XGBoost,127.0.0.1,Normal,Permitido,8.2285
2026-05-12 19:12:50.463,XGBoost,127.0.0.1,Recon,Bloqueado,8.2305
2026-05-12 19:12:51.458,XGBoost,127.0.0.1,DoS-TCP,Bloqueado,4.2455
2026-05-12 19:12:52.465,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,8.9066
2026-05-12 19:12:53.465,XGBoost,127.0.0.1,Recon,Bloqueado,8.5919
2026-05-12 19:12:54.467,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,9.0772
2026-05-12 19:12:55.521,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,6.3845
2026-05-12 19:12:56.528,XGBoost,127.0.0.1,BruteForce,Bloqueado,10.5869
2026-05-12 19:12:57.530,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,11.2299
2026-05-12 19:12:58.523,XGBoost,127.0.0.1,Recon,Bloqueado,4.4523
2026-05-12 19:12:59.533,XGBoost,127.0.0.1,Spoofing,Bloqueado,10.4682
2026-05-12 19:13:00.536,XGBoost,127.0.0.1,Recon,Bloqueado,7.9141
2026-05-12 19:13:01.537,XGBoost,127.0.0.1,Recon,Bloqueado,8.5948
2026-05-12 19:13:02.538,XGBoost,127.0.0.1,Recon,Bloqueado,7.8635
2026-05-12 19:13:03.539,XGBoost,127.0.0.1,DDoS-UDP/ICMP,Bloqueado,8.0226
2026-05-12 19:13:04.542,XGBoost,127.0.0.1,Normal,Permitido,10.2053
2026-05-12 19:13:05.542,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.312
2026-05-12 19:13:06.543,XGBoost,127.0.0.1,DDoS-TCP,Bloqueado,7.4437
2026-05-12 19:13:07.544,XGBoost,127.0.0.1,Spoofing,Bloqueado,8.3008
2026-05-12 19:13:08.545,XGBoost,127.0.0.1,Mirai-Botnet,Bloqueado,7.393
