DataHora,Modelo_IA,IP_Origem,Classe_Detetada,Acao_Tomada,Tempo_Resposta_ms
2026-05-13 17:13:16.624,Random Forest,10.0.0.1,Outros,Bloqueado,25.4793
2026-05-13 17:13:17.614,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,13.3706
2026-05-13 17:13:18.621,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,16.0403
2026-05-13 17:13:19.622,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,13.0629
2026-05-13 17:13:20.621,Random Forest,10.0.0.1,Spoofing,Bloqueado,12.9979
2026-05-13 17:13:21.621,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,14.276
2026-05-13 17:13:22.634,Random Forest,10.0.0.1,Recon,Bloqueado,24.8812
2026-05-13 17:13:23.629,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,14.346
2026-05-13 17:13:24.635,Random Forest,10.0.0.1,Spoofing,Bloqueado,15.2395
2026-05-13 17:13:25.634,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,14.8769
2026-05-13 17:13:26.634,Random Forest,10.0.0.1,Outros,Bloqueado,13.8964
2026-05-13 17:13:27.632,Random Forest,10.0.0.1,Recon,Bloqueado,13.8545
2026-05-13 17:13:28.637,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,14.897
2026-05-13 17:13:29.643,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,16.4823
2026-05-13 17:13:30.639,Random Forest,10.0.0.1,Recon,Bloqueado,14.8259
2026-05-13 17:13:31.640,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,13.4373
2026-05-13 17:13:32.650,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,15.8236
2026-05-13 17:13:33.645,Random Forest,10.0.0.1,BruteForce,Bloqueado,14.2828
2026-05-13 17:13:34.649,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,13.413
2026-05-13 17:13:35.645,Random Forest,10.0.0.1,Recon,Bloqueado,14.1036
2026-05-13 17:13:36.648,Random Forest,10.0.0.1,Spoofing,Bloqueado,14.2572
2026-05-13 17:13:37.676,Random Forest,10.0.0.1,Recon,Bloqueado,39.4818
2026-05-13 17:13:38.649,Random Forest,10.0.0.1,Recon,Bloqueado,13.3007
2026-05-13 17:13:39.654,Random Forest,10.0.0.1,Recon,Bloqueado,14.8742
2026-05-13 17:13:40.659,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,12.7297
2026-05-13 17:13:41.669,Random Forest,10.0.0.1,Outros,Bloqueado,27.7698
2026-05-13 17:13:42.658,Random Forest,10.0.0.1,Spoofing,Bloqueado,12.563
2026-05-13 17:13:43.667,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,15.6408
2026-05-13 17:13:44.678,Random Forest,10.0.0.1,Spoofing,Bloqueado,25.8745
2026-05-13 17:13:45.668,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,15.0384
2026-05-13 17:14:30.740,XGBoost,10.0.0.1,Recon,Bloqueado,13.6053
2026-05-13 17:14:31.734,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,3.4623
2026-05-13 17:14:32.734,XGBoost,10.0.0.1,Recon,Bloqueado,2.9804
2026-05-13 17:14:33.740,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,2.9076
2026-05-13 17:14:34.746,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,5.697
2026-05-13 17:14:35.744,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,4.0357
2026-05-13 17:14:36.750,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,4.727
2026-05-13 17:14:37.744,XGBoost,10.0.0.1,Recon,Bloqueado,3.7153
2026-05-13 17:14:38.747,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,2.6346
2026-05-13 17:14:39.766,XGBoost,10.0.0.1,BruteForce,Bloqueado,16.3047
2026-05-13 17:14:40.752,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,2.7219
2026-05-13 17:14:41.754,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,3.2713
2026-05-13 17:14:42.752,XGBoost,10.0.0.1,Recon,Bloqueado,2.4045
2026-05-13 17:14:43.757,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,2.8165
2026-05-13 17:14:44.762,XGBoost,10.0.0.1,Spoofing,Bloqueado,6.5722
2026-05-13 17:14:45.759,XGBoost,10.0.0.1,Spoofing,Bloqueado,2.4648
2026-05-13 17:14:46.759,XGBoost,10.0.0.1,Recon,Bloqueado,2.902
2026-05-13 17:14:47.765,XGBoost,10.0.0.1,Outros,Bloqueado,4.322
2026-05-13 17:14:48.768,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,4.3376
2026-05-13 17:14:49.773,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,5.4971
2026-05-13 17:14:50.772,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,3.8339
2026-05-13 17:14:51.777,XGBoost,10.0.0.1,Recon,Bloqueado,6.6282
2026-05-13 17:14:52.777,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.3405
2026-05-13 17:14:53.780,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,3.0734
2026-05-13 17:14:54.774,XGBoost,10.0.0.1,Normal,Permitido,2.4263
2026-05-13 17:14:55.779,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,2.9451
2026-05-13 17:14:56.783,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,3.7477
2026-05-13 17:14:57.787,XGBoost,10.0.0.1,Spoofing,Bloqueado,5.1926
2026-05-13 17:14:58.789,XGBoost,10.0.0.1,BruteForce,Bloqueado,4.9207
2026-05-13 17:14:59.783,XGBoost,10.0.0.1,Outros,Bloqueado,2.226
2026-05-13 17:15:00.788,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,3.5089
2026-05-13 17:15:01.790,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,2.9994
2026-05-13 17:15:02.786,XGBoost,10.0.0.1,Outros,Bloqueado,3.7165
2026-05-13 17:15:03.809,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,10.2607
2026-05-13 17:15:04.793,XGBoost,10.0.0.1,Recon,Bloqueado,3.6247
2026-05-13 17:15:05.797,XGBoost,10.0.0.1,Normal,Permitido,5.5005
2026-05-13 17:15:06.798,XGBoost,10.0.0.1,Normal,Permitido,4.3369
2026-05-13 17:15:07.802,XGBoost,10.0.0.1,Normal,Permitido,5.1806
2026-05-13 17:15:08.802,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,3.2366
2026-05-13 17:15:09.804,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,3.9225
2026-05-13 17:15:10.807,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.5228
2026-05-13 17:15:11.810,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,3.1236
2026-05-13 17:15:12.810,XGBoost,10.0.0.1,BruteForce,Bloqueado,2.9251
2026-05-13 17:15:13.811,XGBoost,10.0.0.1,Spoofing,Bloqueado,2.7676
2026-05-13 17:15:14.814,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.924
2026-05-13 17:15:15.814,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,2.4004
2026-05-13 17:15:16.813,XGBoost,10.0.0.1,Recon,Bloqueado,2.8716
2026-05-13 17:15:17.830,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,9.1225
2026-05-13 17:15:18.832,XGBoost,10.0.0.1,Normal,Permitido,15.8878
2026-05-13 17:15:19.852,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,14.4146
2026-05-13 17:15:20.844,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,11.331
2026-05-13 17:15:21.826,XGBoost,10.0.0.1,BruteForce,Bloqueado,3.0129
2026-05-13 17:15:22.834,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,5.9685
2026-05-13 17:15:23.834,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,4.9187
2026-05-13 17:15:24.842,XGBoost,10.0.0.1,Spoofing,Bloqueado,4.5881
2026-05-13 17:15:25.831,XGBoost,10.0.0.1,Normal,Permitido,3.9122
2026-05-13 17:15:26.834,XGBoost,10.0.0.1,Normal,Permitido,3.3065
2026-05-13 17:15:27.833,XGBoost,10.0.0.1,Normal,Permitido,2.6994
2026-05-13 17:15:28.837,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,2.3413
2026-05-13 17:15:29.840,XGBoost,10.0.0.1,Recon,Bloqueado,4.5661
2026-05-13 17:15:30.869,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,7.4896
2026-05-13 17:15:31.845,XGBoost,10.0.0.1,Spoofing,Bloqueado,3.6589
2026-05-13 17:15:32.874,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,23.8986
2026-05-13 17:15:33.856,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,4.9578
2026-05-13 17:15:34.857,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,6.4707
2026-05-13 17:15:35.853,XGBoost,10.0.0.1,Normal,Permitido,4.4531
2026-05-13 17:15:36.860,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,3.9254
2026-05-13 17:15:37.855,XGBoost,10.0.0.1,Normal,Permitido,4.113
2026-05-13 17:15:38.860,XGBoost,10.0.0.1,Normal,Permitido,5.7745
2026-05-13 17:15:39.860,XGBoost,10.0.0.1,Recon,Bloqueado,5.311
2026-05-13 17:15:40.859,XGBoost,10.0.0.1,Spoofing,Bloqueado,2.7288
2026-05-13 17:15:41.860,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,2.5775
2026-05-13 17:15:42.869,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,4.6429
2026-05-13 17:15:43.876,XGBoost,10.0.0.1,DoS-UDP/ICMP,Bloqueado,5.5786
2026-05-13 17:15:44.873,XGBoost,10.0.0.1,Spoofing,Bloqueado,5.6865
2026-05-13 17:15:45.873,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,3.2852
2026-05-13 17:15:46.870,XGBoost,10.0.0.1,Recon,Bloqueado,2.6511
2026-05-13 17:15:47.877,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,4.2835
2026-05-13 17:15:48.875,XGBoost,10.0.0.1,Spoofing,Bloqueado,2.5844
2026-05-13 17:15:49.875,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,2.3995
2026-05-13 17:15:50.878,XGBoost,10.0.0.1,Normal,Permitido,3.4627
2026-05-13 17:15:51.876,XGBoost,10.0.0.1,Recon,Bloqueado,2.5156
2026-05-13 17:15:52.885,XGBoost,10.0.0.1,DoS-TCP,Bloqueado,4.1331
2026-05-13 17:15:53.885,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,3.217
2026-05-13 17:15:54.886,XGBoost,10.0.0.1,Recon,Bloqueado,5.991
2026-05-13 17:15:55.888,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,3.621
2026-05-13 17:15:56.889,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.628
2026-05-13 17:15:57.888,XGBoost,10.0.0.1,BruteForce,Bloqueado,2.2783
2026-05-13 17:15:58.898,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,4.3945
2026-05-13 17:15:59.895,XGBoost,10.0.0.1,Recon,Bloqueado,5.2652
2026-05-13 17:16:00.902,XGBoost,10.0.0.1,Spoofing,Bloqueado,5.764
2026-05-13 17:16:01.894,XGBoost,10.0.0.1,Recon,Bloqueado,2.4902
2026-05-13 17:16:02.898,XGBoost,10.0.0.1,Recon,Bloqueado,4.2592
2026-05-13 17:16:03.898,XGBoost,10.0.0.1,Recon,Bloqueado,3.8318
2026-05-13 17:16:04.915,XGBoost,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,5.3398
2026-05-13 17:16:05.900,XGBoost,10.0.0.1,Normal,Permitido,2.7564
2026-05-13 17:16:06.923,XGBoost,10.0.0.1,Spoofing,Bloqueado,11.3522
2026-05-13 17:16:07.911,XGBoost,10.0.0.1,DDoS-TCP,Bloqueado,5.4049
2026-05-13 17:16:08.917,XGBoost,10.0.0.1,Spoofing,Bloqueado,6.5697
2026-05-13 17:16:09.911,XGBoost,10.0.0.1,Mirai-Botnet,Bloqueado,2.9034
